Order_ID,Order_Date,SKU,Product_Name,Customer_Region,Warehouse_ID,Quantity_Sold,Unit_Price,Unit_Cost,Order_Status
SO-500530,2025-09-09 00:00:00,SKU-1026,Electric Kettle 1.7L,Central Java,WH-JKT,148,67.61,42.33,Delivered
SO-500451,2025-12-10 00:00:00,SKU-1016,POLY MAILER BAG,Sulawesi,WH-MDN,165,223.93,170.55,Delivered
SO-500544,2025-03-04 00:00:00,SKU-1008,Silicone Sealant Bulk,West Java,WH-JKT,118,145.32,89.78,Delivered
SO-500125,2025-06-04 00:00:00,SKU-1029,Standing Desk Converter,Sumatra,WH-SBY,252,268.34,178.08,Delivered
SO-500041,2025-08-29 00:00:00,SKU-1005,Polyethylene Pellets,Kalimantan,WH-JKT,281,282.47,,Delivered
SO-500621,2025-06-26 00:00:00,SKU-1022,LED Desk Lamp,Bali & Nusa Tenggara,,137,409.19,309.85,Delivered
SO-500351,2025-02-02 00:00:00,SKU-1044,Hydraulic Oil ISO 46,West Java,WH-MKS,40,170.97,110.39,Returned
SO-500379,2025-08-27 00:00:00,SKU-1031,Hydraulic Pump Seal,Bali & Nusa Tenggara,WH-JKT,245,49.09,36.34,Delivered
SO-500346,2025-08-15 00:00:00,SKU-1033,Lithium Battery Cell 18650,Kalimantan,WH-JKT,110,426.33,242.3,Delivered
SO-500037,2025-10-01 00:00:00,SKU-1039,Timing Belt 120T,Sumatra,WH-JKT,293,54.43,31.29,Delivered
SO-500403,2025-01-09 00:00:00,SKU-1020,Cordless Drill 18V,Sulawesi,WH-SBY,78,372.99,245.59,Delivered 
SO-500515,2025-09-13 00:00:00,SKU-1003,Cotton Yarn,Central Java,WH-MKS,193,254.26,190.06,Delivered
SO-500254,2025-08-07 00:00:00,SKU-1038,Rubber Gasket Set,Kalimantan,WH-SBY,232,28.95,21.41,Delivered
SO-500140,2025-10-15 00:00:00,SKU-1039,Timing Belt 120T,Sulawesi,,118,54.43,31.29,Delivered
SO-500457,2025-11-22 00:00:00,SKU-1031,Hydraulic Pump Seal,Kalimantan,WH-MKS,93,49.09,36.34,Delivered
SO-500574,2025-03-14 00:00:00,SKU-1031,Hydraulic Pump Seal,Kalimantan,WH-SMG,44,49.09,36.34,Delivered
SO-500045,2025-07-08 00:00:00,SKU-1016,Poly Mailer Bag,Sulawesi,WH-SBY,63,223.93,170.55,Delivered
SO-500239,2025-04-06 00:00:00,SKU-1026,Electric Kettle 1.7L,Sulawesi,WH-JKT,189,67.61,42.33,Delivered
SO-500482,2025-01-09 00:00:00,SKU-1029,Standing Desk Converter,Bali & Nusa Tenggara,WH-JKT,85,268.34,178.08,Delivered
SO-500265,2025-08-16 00:00:00,SKU-1045,Welding Rod E6013,Bali & Nusa Tenggara,WH-JKT,168,260.41,167.46,Delivered
SO-500466,2025-02-22 00:00:00,sku-1027,Air Purifier HEPA,East Java,WH-SBY,,298.8,212.95,Deliverd
SO-500439,2025-07-20 00:00:00,SKU-1023,Stainless Steel Bottle 1L,Bali & Nusa Tenggara,WH-MDN,261,243.11,177.91,Delivered
SO-500467,2025-02-14 00:00:00,SKU-1022,LED Desk Lamp,Bali & Nusa Tenggara,WH-MDN,65,409.19,309.85,Delivered
SO-500201,2025-09-17 00:00:00,SKU-1022,LED Desk Lamp,East Java,WH-JKT,241,409.19,309.85,Delivered
SO-500294,2025-02-25 00:00:00,SKU-1000,Steel Coil 2mm,Central Java,WH-MDN,140,10.82,7.72,Delivered
SO-500281,2025-10-20 00:00:00,SKU-1013,Pallet Wood Standard,Sulawesi,WH-MDN,20,224.95,135.44,Delivered
SO-500098,2025-08-13 00:00:00,SKU-1018,Label Roll Thermal,West Java,WH-MDN,19,291.85,190.85,Cancelled
SO-500096,2025-04-07 00:00:00,SKU-1003,Cotton Yarn,East Java,WH-MKS,260,254.26,,Delivered
SO-500536,2025-04-14 00:00:00,SKU-1004,Copper Wire Roll,Bali & Nusa Tenggara,WH-SBY,60,39.25,26.9,Delivered
SO-500031,2025-08-27 00:00:00,SKU-1034,Motor Bracket Assembly,West Java,WH-MDN,-110,377.86,216.37,Delivered
SO-500277,2025-06-05 00:00:00,SKU-1040,Industrial Lubricant 20L,Sulawesi,WH-MKS,52,257.33,164.86,Delivered
